name,price,href,chipset,memory,core_clock,boost_clock,color,length
MSI GAMING X SLIM,1099.99,https://pcpartpicker.com/product/qCkH99/msi-gaming-x-slim-geforce-rtx-4080-super-16-gb-video-card-rtx-4080-super-16g-gaming-x-slim,GeForce RTX 4080 SUPER,16,2210,2625,Black,322
Gigabyte EAGLE OC,599.99,https://pcpartpicker.com/product/pCkH99/gigabyte-eagle-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407seagle-oc-12gd,GeForce RTX 4070 SUPER,12,1980,2535,Black,261
NVIDIA Founders Edition,,https://pcpartpicker.com/product/63wmP6/nvidia-founders-edition-geforce-rtx-4060-ti-8-gb-video-card-900-1g141-2560-000,GeForce RTX 4060 Ti,8,2310,2540,Black / Silver,244
EVGA FTW3 ULTRA GAMING,734.99,https://pcpartpicker.com/product/dKrYcf/evga-geforce-rtx-3080-10-gb-ftw3-ultra-gaming-video-card-10g-p5-3897-kr,GeForce RTX 3080 10GB,10,1440,1800,Black,300
Acer Nitro OC,,https://pcpartpicker.com/product/GNbRsY/acer-nitro-oc-radeon-rx-7700-xt-12-gb-video-card-dpz39wwp01,Radeon RX 7700 XT,12,1700,2590,Black,279
Gigabyte GAMING OC,309.99,https://pcpartpicker.com/product/8h3NnQ/gigabyte-gaming-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060gaming-oc-8gd,GeForce RTX 4060,8,1830,,Black,281
Asus DUAL OC,521.59,https://pcpartpicker.com/product/2TMMnQ/asus-dual-oc-geforce-rtx-4060-ti-8-gb-video-card-dual-rtx4060ti-o8g,GeForce RTX 4060 Ti,8,2310,2595,Black,227
Asus ROG Matrix Platinum,,https://pcpartpicker.com/product/HMmNnQ/asus-rog-matrix-platinum-geforce-rtx-4090-24-gb-video-card-rog-matrix-rtx4090-p24g-gaming,GeForce RTX 4090,24,2670,2700,Black / Silver,286
Asus DUAL OC,399.99,https://pcpartpicker.com/product/pdcgXL/asus-dual-oc-radeon-rx-7700-xt-12-gb-video-card-90yv0jz0-m0aa00,Radeon RX 7700 XT,12,1700,2599,Black,280
XFX Speedster MERC 319 Black,479.99,https://pcpartpicker.com/product/MQwmP6/xfx-speedster-merc-319-black-radeon-rx-7800-xt-16-gb-video-card-rx-78tmercb9,Radeon RX 7800 XT,16,1295,2565,Black / Silver,326
NVIDIA Founders Edition,,https://pcpartpicker.com/product/9crqqs/nvidia-founders-edition-geforce-rtx-4080-super-16-gb-video-card-900-1g136-2555-000,GeForce RTX 4080 SUPER,16,2210,2550,Black,304
Zotac Twin Edge OC,284.99,https://pcpartpicker.com/product/mzFmP6/zotac-twin-edge-oc-geforce-rtx-4060-8-gb-video-card-zt-d40600h-10m,GeForce RTX 4060,8,1830,2475,Black / Silver,221
Asus DUAL OC,619.99,https://pcpartpicker.com/product/QksV3C/asus-dual-oc-geforce-rtx-4070-super-12-gb-video-card-dual-rtx4070s-o12g-white,GeForce RTX 4070 SUPER,12,1980,2550,White,267
Gigabyte GAMING OC,959.99,https://pcpartpicker.com/product/cNJgXL/gigabyte-gaming-oc-radeon-rx-7900-xtx-24-gb-video-card-gv-r79xtxgaming-oc-24gd,Radeon RX 7900 XTX,24,2300,2525,Black,331
Asus TUF GAMING OC,1080.84,https://pcpartpicker.com/product/mQjBD3/asus-tuf-gaming-oc-radeon-rx-7900-xtx-24-gb-video-card-tuf-rx7900xtx-o24g-gaming,Radeon RX 7900 XTX,24,2300,2615,Black,353
MSI GAMING X SLIM,2207.46,https://pcpartpicker.com/product/n2TZxr/msi-gaming-x-slim-geforce-rtx-4090-24-gb-video-card-rtx-4090-gaming-x-slim-24g,GeForce RTX 4090,24,2235,2610,Black,322
Sapphire PURE,524.45,https://pcpartpicker.com/product/ZCCZxr/sapphire-pure-radeon-rx-7700-xt-12-gb-video-card-11335-03-20g,Radeon RX 7700 XT,12,1700,2584,White,320
MSI VENTUS 2X OC,294.99,https://pcpartpicker.com/product/LKn9TW/msi-ventus-2x-oc-geforce-rtx-4060-8-gb-video-card-rtx-4060-ventus-2x-white-8g-oc,GeForce RTX 4060,8,1830,2505,White / Silver,199
Asus ProArt OC,854,https://pcpartpicker.com/product/mwZXsY/asus-proart-oc-geforce-rtx-4070-ti-super-16-gb-video-card-proart-rtx4070tis-o16g,GeForce RTX 4070 Ti SUPER,16,2340,2670,Black / Gold,300
Asus DUAL OC,783.96,https://pcpartpicker.com/product/nhtLrH/asus-dual-oc-geforce-rtx-4070-12-gb-video-card-dual-rtx4070-o12g,GeForce RTX 4070,12,2520,2550,Black,267
NVIDIA Founders Edition,,https://pcpartpicker.com/product/m8pmP6/nvidia-geforce-rtx-3070-8-gb-founders-edition-video-card-9001g1422510000,GeForce RTX 3070,8,1500,1730,Black,242
ASRock Phantom Gaming OC,679.99,https://pcpartpicker.com/product/v2qPxr/asrock-phantom-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-pg-20go,Radeon RX 7900 XT,20,2000,2450,Black,330
Asus ROG STRIX LC GAMING,3499.99,https://pcpartpicker.com/product/Mw7scf/asus-rog-strix-lc-gaming-geforce-rtx-4090-24-gb-video-card-rog-strix-lc-rtx4090-24g-gaming,GeForce RTX 4090,24,2235,2550,Black / Silver,293
MSI GeForce RTX 2060 VENTUS GP OC,284.99,https://pcpartpicker.com/product/3ZrRsY/msi-geforce-rtx-2060-6-gb-ventus-gp-oc-video-card-rtx-2060-ventus-gpoc,GeForce RTX 2060,6,1365,1710,Gray / Black,231
Sapphire PURE,,https://pcpartpicker.com/product/yTTZxr/sapphire-pure-radeon-rx-7900-gre-16-gb-video-card-11325-03-20g,Radeon RX 7900 GRE,16,1270,2333,White,320
MSI VENTUS 2X OC,544.99,https://pcpartpicker.com/product/rdMMnQ/msi-ventus-2x-oc-geforce-rtx-4070-12-gb-video-card-rtx-4070-ventus-2x-white-12g-oc,GeForce RTX 4070,12,1920,2520,White / Silver,242
MSI VENTUS 3X OC,386.93,https://pcpartpicker.com/product/KFsV3C/msi-ventus-3x-oc-geforce-rtx-4060-ti-8-gb-video-card-rtx-4060-ti-ventus-3x-8g-oc,GeForce RTX 4060 Ti,8,2310,,Black,308
MSI VENTUS 3X OC,829.99,https://pcpartpicker.com/product/HPNYcf/msi-ventus-3x-oc-geforce-rtx-4070-ti-super-16-gb-video-card-rtx-4070-ti-super-16g-ventus-3x-oc,GeForce RTX 4070 Ti SUPER,16,2340,2655,Black / Silver,308
Asus DUAL OC,399.99,https://pcpartpicker.com/product/YbpQzy/asus-dual-oc-geforce-rtx-4060-ti-8-gb-video-card-dual-rtx4060ti-o8g-white,GeForce RTX 4060 Ti,8,2310,2595,White,227
Asus DUAL OC,799.99,https://pcpartpicker.com/product/zLNYcf/asus-dual-oc-geforce-rtx-4070-ti-super-16-gb-video-card-dual-rtx4070tis-o16g,GeForce RTX 4070 Ti SUPER,16,2340,2655,Black,267
Sapphire PURE,629.61,https://pcpartpicker.com/product/nh26Mp/sapphire-pure-radeon-rx-7800-xt-16-gb-video-card-11330-03-20g,Radeon RX 7800 XT,16,1295,2475,White,320
Gigabyte GAMING OC Rev 2.0,371.08,https://pcpartpicker.com/product/GzgFf7/gigabyte-gaming-oc-rev-20-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060gaming-oc-12gd-rev-20,GeForce RTX 3060 12GB,12,1320,1837,Black / Gray,282
MSI GAMING X TRIO,869.99,https://pcpartpicker.com/product/JvkH99/msi-gaming-x-trio-geforce-rtx-4070-ti-super-16-gb-video-card-rtx-4070-ti-super-16g-gaming-x-trio-white,GeForce RTX 4070 Ti SUPER,16,2340,2685,White / Silver,337
Gigabyte EAGLE,510.14,https://pcpartpicker.com/product/j89wrH/gigabyte-eagle-geforce-rtx-4060-ti-8-gb-video-card-gv-n406teagle-8gd,GeForce RTX 4060 Ti,8,2310,,Black,272
Gigabyte GAMING OC,829.99,https://pcpartpicker.com/product/FR6NnQ/gigabyte-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tsgaming-oc-16gd,GeForce RTX 4070 Ti SUPER,16,2340,2655,Black,300
Zotac GAMING Twin Edge,369,https://pcpartpicker.com/product/cBPQzy/zotac-geforce-rtx-3060-12-gb-gaming-twin-edge-video-card-zt-a30600e-10m,GeForce RTX 3060 12GB,12,1320,1777,Black,224
XFX Speedster QICK 319 BLACK,399.99,https://pcpartpicker.com/product/LLpQzy/xfx-speedster-qick-319-black-radeon-rx-7700-xt-12-gb-video-card-rx-77tqickb9,Radeon RX 7700 XT,12,1700,2599,Black,335
Asus TUF GAMING,1860,https://pcpartpicker.com/product/brddnQ/asus-tuf-gaming-geforce-rtx-4090-24-gb-video-card-tuf-rtx4090-24g-gaming,GeForce RTX 4090,24,2235,2550,Black,348
Sapphire PULSE,,https://pcpartpicker.com/product/dYCZxr/sapphire-pulse-radeon-rx-7900-gre-16-gb-video-card-11325-04-20g,Radeon RX 7900 GRE,16,1270,2290,Black / Red,320
PNY VCQGV100-PB,,https://pcpartpicker.com/product/D7GxFT/pny-quadro-gv100-32gb-video-card-vcqgv100-pb,Quadro GV100,32,1200,1447,Black / Gold,267
MSI VENTUS 2X OC,799.99,https://pcpartpicker.com/product/X4hv6h/msi-ventus-2x-oc-geforce-rtx-4070-ti-super-16-gb-video-card-rtx-4070-ti-super-16g-ventus-2x-oc,GeForce RTX 4070 Ti SUPER,16,2340,2655,Black / Silver,242
ASRock Challenger Pro OC,,https://pcpartpicker.com/product/GDvdnQ/asrock-radeon-rx-6750-xt-12-gb-challenger-pro-oc-video-card-rx6750xt-clp-12go,Radeon RX 6750 XT,12,2150,2618,Black,303
PowerColor Hellhound OC,519.99,https://pcpartpicker.com/product/BtkH99/powercolor-hellhound-oc-radeon-rx-7800-xt-16-gb-video-card-rx-7800-xt-16g-loc,Radeon RX 7800 XT,16,1295,2520,Black,322
PNY XLR8 Gaming VERTO EPIC-X RGB OC,1019.99,https://pcpartpicker.com/product/T2n9TW/pny-xlr8-gaming-verto-epic-x-rgb-oc-geforce-rtx-4080-super-16-gb-video-card-vcg4080s16tfxxpb1-o,GeForce RTX 4080 SUPER,16,2210,2595,Black,332
Asus ROG STRIX GAMING OC,929,https://pcpartpicker.com/product/xppQzy/asus-rog-strix-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-rog-strix-rtx4070tis-o16g-gaming,GeForce RTX 4070 Ti SUPER,16,2340,2700,Black,336
XFX Quicksilver Magnetic Air,499.99,https://pcpartpicker.com/product/nxwmP6/xfx-quicksilver-magnetic-air-radeon-rx-7800-xt-16-gb-video-card-rx-78tmairw9,Radeon RX 7800 XT,16,1295,2430,White,337
MSI VENTUS 2X OC,841.93,https://pcpartpicker.com/product/hh88TW/msi-ventus-2x-oc-geforce-rtx-4070-ti-super-16-gb-video-card-rtx-4070-ti-super-16g-ventus-2x-white-oc,GeForce RTX 4070 Ti SUPER,16,2340,2655,White / Silver,242
Asus TUF Gaming OG OC,1819.99,https://pcpartpicker.com/product/kFXV3C/asus-tuf-gaming-og-oc-geforce-rtx-4090-24-gb-video-card-tuf-rtx4090-o24g-og-gaming,GeForce RTX 4090,24,2235,2595,Black,326
EVGA FTW3 ULTRA GAMING,999.99,https://pcpartpicker.com/product/M2rRsY/evga-geforce-rtx-3070-ti-8-gb-ftw3-ultra-gaming-video-card-08g-p5-3797-kl,GeForce RTX 3070 Ti,8,1575,1860,Black,300
PNY VERTO,539.99,https://pcpartpicker.com/product/PW3NnQ/pny-verto-geforce-rtx-4070-12-gb-video-card-vcg407012dfxpb1,GeForce RTX 4070,12,1920,2475,Black,247
NVIDIA Founders Edition,1599.99,https://pcpartpicker.com/product/6nWzK8/nvidia-founders-edition-geforce-rtx-4080-16-gb-video-card-900-1g136-2560-000,GeForce RTX 4080,16,2210,2510,Black / Silver,304
XFX Speedster QICK 319 Core,299.99,https://pcpartpicker.com/product/b4hv6h/xfx-speedster-qick-319-core-radeon-rx-6750-xt-12-gb-video-card-rx-675xyjfde,Radeon RX 6750 XT,12,2150,2600,Black / Silver,323
Gigabyte WINDFORCE V2,2110.69,https://pcpartpicker.com/product/t988TW/gigabyte-windforce-v2-geforce-rtx-4090-24-gb-video-card-gv-n4090wf3v2-24gd,GeForce RTX 4090,24,2235,2520,Black,331
MSI VENTUS 2X E OC,696.86,https://pcpartpicker.com/product/j9XV3C/msi-ventus-2x-e-oc-geforce-rtx-4070-12-gb-video-card-geforce-rtx-4070-ventus-2x-e-12g-oc,GeForce RTX 4070,12,1920,2520,Silver / Black,245
MSI SUPRIM X,2669.99,https://pcpartpicker.com/product/72hFf7/msi-suprim-x-geforce-rtx-4090-24-gb-video-card-geforce-rtx-4090-suprim-x-24g,GeForce RTX 4090,24,2235,,Black / Silver,336
Intel Limited Edition,239.99,https://pcpartpicker.com/product/DMRYcf/intel-limited-edition-arc-a750-8-gb-video-card-99am3d,Arc A750,8,2050,,Black,250
Gigabyte EAGLE OC,829.99,https://pcpartpicker.com/product/QrXV3C/gigabyte-eagle-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tseagle-oc-16gd,GeForce RTX 4070 Ti SUPER,16,2340,2640,Black,261
Zotac GAMING SOLO,294.97,https://pcpartpicker.com/product/sNyH99/zotac-gaming-solo-geforce-rtx-4060-8-gb-video-card-zt-d40600g-10l,GeForce RTX 4060,8,1830,2460,Black,163
Gigabyte EAGLE OC ICE,629.99,https://pcpartpicker.com/product/yyhv6h/gigabyte-eagle-oc-ice-geforce-rtx-4070-super-12-gb-video-card-gv-n407seagleoc-ice-12gd,GeForce RTX 4070 SUPER,12,1980,2535,White,261
Asus DUAL V2,279.99,https://pcpartpicker.com/product/Hsn9TW/asus-dual-v2-radeon-rx-6600-8-gb-video-card-dual-rx6600-8g-v2,Radeon RX 6600,8,1626,2491,Black,243
Asus ProArt OC,519.99,https://pcpartpicker.com/product/Mfhv6h/asus-proart-oc-geforce-rtx-4060-ti-16-gb-video-card-proart-rtx4060ti-o16g,GeForce RTX 4060 Ti,16,2310,2685,Black / Gold,300
Asus DUAL OC,169.97,https://pcpartpicker.com/product/RrCZxr/asus-dual-oc-geforce-rtx-3050-6gb-6-gb-video-card-dual-rtx3050-o6g,GeForce RTX 3050 6GB,6,1040,1537,Black,201
Sapphire NITRO+,599.99,https://pcpartpicker.com/product/sCn9TW/sapphire-nitro-radeon-rx-7900-gre-16-gb-video-card-11325-02-20g,Radeon RX 7900 GRE,16,1270,2391,Black,320
NVIDIA Founders Edition,,https://pcpartpicker.com/product/RnDkcf/nvidia-geforce-rtx-3080-10-gb-founders-edition-video-card-9001g1332530000,GeForce RTX 3080 10GB,10,1440,1710,Black,285
MSI GAMING X,305.99,https://pcpartpicker.com/product/rqbRsY/msi-gaming-x-geforce-rtx-4060-8-gb-video-card-rtx-4060-gaming-x-8g,GeForce RTX 4060,8,1830,2610,Black,247
MSI SUPRIM X,1199.99,https://pcpartpicker.com/product/89LdnQ/msi-suprim-x-geforce-rtx-4080-super-16-gb-video-card-rtx-4080-super-16g-suprim-x,GeForce RTX 4080 SUPER,16,2210,2655,Silver / Black,336
Asus TUF GAMING OC,519.99,https://pcpartpicker.com/product/6FCZxr/asus-tuf-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-tuf-rx7800xt-o16g-gaming,Radeon RX 7800 XT,16,1295,2565,Black,320
Sapphire PULSE,269.99,https://pcpartpicker.com/product/xC88TW/sapphire-pulse-radeon-rx-7600-xt-8-gb-video-card-11324-01-20g,Radeon RX 7600,8,1720,2755,Black / Red,240
AMD Radeon RX 6950 XT,,https://pcpartpicker.com/product/kFRYcf/amd-radeon-rx-6950-xt-16-gb-video-card-100-438416,Radeon RX 6950 XT,16,1890,2310,Black,267
PowerColor Red Devil OC,569.99,https://pcpartpicker.com/product/ncyH99/powercolor-red-devil-oc-radeon-rx-7900-gre-16-gb-video-card-rx-7900-gre-16g-eoc,Radeon RX 7900 GRE,16,1270,2391,Black / Red,345
Asus TUF GAMING OC,799.99,https://pcpartpicker.com/product/RCBG3C/asus-tuf-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-tuf-rx7900xt-o20g-gaming,Radeon RX 7900 XT,20,2000,,Black,353
MSI RTX 4090 GAMING SLIM 24G,1799.99,https://pcpartpicker.com/product/7srqqs/msi-rtx-4090-gaming-slim-24g-geforce-rtx-4090-24-gb-video-card-rtx-4090-gaming-slim-24g,GeForce RTX 4090,24,2235,2535,Black,322
MSI VENTUS 2X OC,602.33,https://pcpartpicker.com/product/dy7scf/msi-ventus-2x-oc-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-ventus-2x-white-oc,GeForce RTX 4070 SUPER,12,1980,2520,White,242
MSI GT 710 2GD3H LP,65.4,https://pcpartpicker.com/product/gkYWGX/msi-geforce-gt-710-2gb-low-profile-video-card-gt-710-2gd3h-lp,GeForce GT 710,2,954,954,Black,146
MSI GAMING X SLIM,,https://pcpartpicker.com/product/KzRwrH/msi-gaming-x-slim-geforce-rtx-4080-super-16-gb-video-card-rtx-4080-super-16g-gaming-x-slim-white,GeForce RTX 4080 SUPER,16,2210,2625,White,322
XFX Speedster MERC 319 CORE,,https://pcpartpicker.com/product/vKZ9TW/xfx-radeon-rx-6800-xt-16-gb-speedster-merc-319-core-video-card-rx-68xtalfd9,Radeon RX 6800 XT,16,1825,2250,Black / Silver,340
NVIDIA Founders Edition,,https://pcpartpicker.com/product/PFVG3C/nvidia-geforce-rtx-3090-24-gb-founders-edition-video-card-900-1g136-2510-000,GeForce RTX 3090,24,1395,1695,Black / Silver,313
ASRock Challenger D,189.99,https://pcpartpicker.com/product/yyJgXL/asrock-challenger-d-arc-a750-8-gb-video-card-a750-cld-8go,Arc A750,8,2200,,Black,271
PowerColor Hellhound Spectral,999.99,https://pcpartpicker.com/product/fmrqqs/powercolor-hellhound-spectral-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-24g-locwhite,Radeon RX 7900 XTX,24,2300,2525,White,338
Gigabyte WINDFORCE OC,399.99,https://pcpartpicker.com/product/jNvD4D/gigabyte-windforce-oc-geforce-rtx-4060-ti-8-gb-video-card-gv-n406twf2oc-8gd,GeForce RTX 4060 Ti,8,2310,2550,Black / Silver,201
ASRock Radeon RX6700XT CLD 12G,,https://pcpartpicker.com/product/8HBG3C/asrock-radeon-rx-6700-xt-12-gb-challenger-d-video-card-rx6700xt-cld-12g,Radeon RX 6700 XT,12,2321,2581,Black,269
Gigabyte GAMING OC,490.06,https://pcpartpicker.com/product/2C7p99/gigabyte-geforce-rtx-3070-8-gb-gaming-oc-video-card-gv-n3070gaming-oc8gd,GeForce RTX 3070,8,1500,1815,Black / Silver,286
PNY VERTO OC,799.99,https://pcpartpicker.com/product/jmvD4D/pny-verto-oc-geforce-rtx-4070-ti-super-16-gb-video-card-vcg4070ts16tfxpb1-o,GeForce RTX 4070 Ti SUPER,16,2340,2625,Black,305
Asus TUF GAMING OC,238.62,https://pcpartpicker.com/product/CH4BD3/asus-geforce-gtx-1660-super-6-gb-tuf-gaming-oc-video-card-tuf-gtx1660s-o6g-gaming,GeForce GTX 1660 SUPER,6,1530,1845,Black,206
Zotac GAMING Twin Edge OC,319.97,https://pcpartpicker.com/product/FNyH99/zotac-gaming-twin-edge-oc-geforce-rtx-4060-8-gb-video-card-zt-d40600q-10m,GeForce RTX 4060,8,1830,2490,White,221
Sapphire PULSE,329.99,https://pcpartpicker.com/product/JYzXsY/sapphire-pulse-radeon-rx-7600-xt-16-gb-video-card-11339-04-20g,Radeon RX 7600 XT,16,1720,2810,Black / Red,250
MSI GeForce RTX 2070 SUPER VENTUS GP OC,,https://pcpartpicker.com/product/RmJmP6/msi-geforce-rtx-2070-super-8-gb-ventus-gp-oc-video-card-rtx-2070-super-ventus-gp-oc,GeForce RTX 2070 SUPER,8,1605,1785,Silver / Black,258
ASRock Steel Legend OC,329.99,https://pcpartpicker.com/product/wNFmP6/asrock-steel-legend-oc-radeon-rx-7600-xt-16-gb-video-card-rx7600xt-sl-16go,Radeon RX 7600 XT,16,1720,2810,White / Silver,304
MSI VENTUS 3X OC,559.99,https://pcpartpicker.com/product/9ZZXsY/msi-ventus-3x-oc-geforce-rtx-4070-12-gb-video-card-rtx-4070-ventus-3x-12g-oc,GeForce RTX 4070,12,1920,,Silver / Black,308
Asus ROG STRIX GAMING,2049.99,https://pcpartpicker.com/product/mzmmP6/asus-rog-strix-gaming-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-24g-white,GeForce RTX 4090,24,2235,2550,White,358
Gigabyte OC Low Profile,319.99,https://pcpartpicker.com/product/Mt9wrH/gigabyte-oc-low-profile-geforce-rtx-4060-8-gb-video-card-gv-n4060oc-8gl,GeForce RTX 4060,8,1830,2475,Black,182
Asus ROG STRIX GAMING OC,699,https://pcpartpicker.com/product/37Hqqs/asus-rog-strix-gaming-oc-geforce-rtx-4070-super-12-gb-video-card-rog-strix-rtx4070s-o12g-gaming,GeForce RTX 4070 SUPER,12,1980,2670,Black,339
EVGA FTW3 ULTRA GAMING,571.99,https://pcpartpicker.com/product/mc9tt6/evga-geforce-rtx-3070-8-gb-ftw3-ultra-gaming-video-card-08g-p5-3767-kr,GeForce RTX 3070,8,1500,1815,Black / Silver,300
MSI GeForce RTX 3080 VENTUS 3X 10G OC,758.5,https://pcpartpicker.com/product/ZTkgXL/msi-geforce-rtx-3080-10-gb-ventus-3x-oc-video-card-rtx-3080-ventus-3x-10g-oc,GeForce RTX 3080 10GB,10,1440,,Black,305
ASRock Phantom Gaming OC,399.99,https://pcpartpicker.com/product/xQwmP6/asrock-phantom-gaming-oc-radeon-rx-7700-xt-12-gb-video-card-rx7700xt-pg-12go,Radeon RX 7700 XT,12,1700,2599,Black,328
Zotac Twin Edge OC,569.99,https://pcpartpicker.com/product/83ZXsY/zotac-twin-edge-oc-geforce-rtx-4070-12-gb-video-card-zt-d40700h-10m,GeForce RTX 4070,12,1920,2490,Black,226
Gigabyte GAMING OC,529.9,https://pcpartpicker.com/product/b6TzK8/gigabyte-geforce-rtx-3060-ti-8-gb-gaming-oc-video-card-gv-n306tgaming-oc-8gd,GeForce RTX 3060 Ti,8,1410,1740,Black / Silver,282
MSI GeForce GTX 1060 6GT OCV1,,https://pcpartpicker.com/product/TrGj4D/msi-geforce-gtx-1060-6gb-6gb-gt-ocv1-video-card-geforce-gtx-1060-6gt-ocv1,GeForce GTX 1060 6GB,6,1544,1759,Black / White,243
MSI GTX 1050 Ti 4GT OC,263.89,https://pcpartpicker.com/product/x7s8TW/msi-geforce-gtx-1050-ti-4gb-video-card-gtx-1050-ti-4gt-oc,GeForce GTX 1050 Ti,4,1341,1455,Black / White,215
Inno3D Twin X2,,https://pcpartpicker.com/product/r4hv6h/inno3d-twin-x2-geforce-rtx-4070-super-12-gb-video-card-n407s2-126x-186162n,GeForce RTX 4070 SUPER,12,1980,2475,Black / Silver,250
ASRock Taichi OC,989.99,https://pcpartpicker.com/product/tNJgXL/asrock-taichi-oc-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-tc-24go,Radeon RX 7900 XTX,24,2300,2680,Black,345
PNY VERTO,294.99,https://pcpartpicker.com/product/qnGhP6/pny-verto-geforce-rtx-4060-8-gb-video-card-vcg40608dfxpb1,GeForce RTX 4060,8,1830,2460,Black,210
Asus TUF GAMING OC,379.99,https://pcpartpicker.com/product/c2NYcf/asus-tuf-gaming-oc-radeon-rx-7600-xt-16-gb-video-card-tuf-rx7600xt-o16g-gaming,Radeon RX 7600 XT,16,1720,2830,Black,300
MSI EXPERT,1089,https://pcpartpicker.com/product/kHjRsY/msi-expert-geforce-rtx-4080-super-16-gb-video-card-rtx-4080-super-16g-expert,GeForce RTX 4080 SUPER,16,2210,2625,Copper / Black,312
Gigabyte GAMING,,https://pcpartpicker.com/product/3fvZxr/gigabyte-video-card-gvn1080g1gaming8gd,GeForce GTX 1080,8,1721,1860,Black / Orange,286
PNY XLR8 Gaming VERTO EPIC-X RGB OC,1789.99,https://pcpartpicker.com/product/TvpzK8/pny-xlr8-gaming-verto-epic-x-rgb-oc-geforce-rtx-4090-24-gb-video-card-vcg409024tfxxpb1-o,GeForce RTX 4090,24,2230,2565,Black,332
NVIDIA Founders Edition,,https://pcpartpicker.com/product/QNvdnQ/nvidia-geforce-rtx-3070-ti-8-gb-founders-edition-video-card-900-1g143-2515-000,GeForce RTX 3070 Ti,8,1575,1770,Black,267
Asus DUAL EVO OC,559.99,https://pcpartpicker.com/product/6bYRsY/asus-dual-evo-oc-geforce-rtx-4070-12-gb-video-card-dual-rtx4070-o12g-evo,GeForce RTX 4070,12,1920,2550,Black,227
Gigabyte AERO OC,,https://pcpartpicker.com/product/gy4Zxr/gigabyte-aero-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070aero-oc-12gd,GeForce RTX 4070,12,1920,2565,White / Silver,300
Gigabyte WINDFORCE MAX OC,809.99,https://pcpartpicker.com/product/d6GhP6/gigabyte-windforce-max-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tswf3max-oc-16gd,GeForce RTX 4070 Ti SUPER,16,2340,2655,Black,331
Asus TUF GAMING OC,749.99,https://pcpartpicker.com/product/rdjBD3/asus-tuf-gaming-oc-geforce-rtx-4070-ti-12-gb-video-card-tuf-rtx4070ti-o12g-gaming,GeForce RTX 4070 Ti,12,2310,2760,Black,305
Acer Predator BiFrost OC,289.99,https://pcpartpicker.com/product/VvH7YJ/acer-predator-bifrost-oc-arc-a770-16-gb-video-card-predator-bifrost-intel-arc-a770-oc,Arc A770,16,2200,2400,Black / Silver,267
Gigabyte AERO OC,553.04,https://pcpartpicker.com/product/Zn6NnQ/gigabyte-aero-oc-geforce-rtx-4060-ti-8-gb-video-card-gv-n406taero-oc-8gd,GeForce RTX 4060 Ti,8,2310,,White / Silver,281
Asus STRIX GAMING,599,https://pcpartpicker.com/product/Yr8H99/asus-geforce-gtx-1080-ti-11gb-video-card-strix-gtx1080ti-11g-gaming,GeForce GTX 1080 Ti,11,1493,1632,Black,298
EVGA FTW3 ULTRA GAMING,1705,https://pcpartpicker.com/product/PG848d/evga-geforce-rtx-3090-24-gb-ftw3-ultra-gaming-video-card-24g-p5-3987-kr,GeForce RTX 3090,24,1395,1800,Black,300
Asus GT1030-2G-CSM,86.91,https://pcpartpicker.com/product/Q4648d/asus-geforce-gt-1030-2gb-video-card-gt1030-2g-csm,GeForce GT 1030,2,1266,1506,Black / Blue,173
Asus DUAL OC,339.99,https://pcpartpicker.com/product/Cj7scf/asus-dual-oc-radeon-rx-7600-xt-16-gb-video-card-dual-rx7600xt-o16g,Radeon RX 7600 XT,16,1720,2801,Black,227
Sparkle TITAN OC,,https://pcpartpicker.com/product/xcNYcf/sparkle-titan-oc-arc-a770-16-gb-video-card-sa770t-16goc,Arc A770,16,2100,2300,Blue / Black,306
XFX Speedster QICK 319 BLACK,399,https://pcpartpicker.com/product/Q4stt6/xfx-radeon-rx-6700-xt-12-gb-speedster-qick-319-black-video-card-rx-67xtypbdp,Radeon RX 6700 XT,12,2457,2622,Black,323
PNY VERTO,439.99,https://pcpartpicker.com/product/MZvD4D/pny-verto-geforce-rtx-4060-ti-16-gb-video-card-vcg4060t16dfxpb1,GeForce RTX 4060 Ti,16,2310,2535,Black,245
