name,price,href,core_count,core_clock,boost_clock,micro_architecture,tdp,graphics,socket
Intel Core i5-14400,219.99,https://pcpartpicker.com/product/37qrxr/intel-core-i5-14400-25-ghz-10-core-processor-bx8071514400,10,2.5,4.7,Raptor Lake Refresh,65,Intel UHD Graphics 730,AM4
AMD Ryzen 7 3700X,,https://pcpartpicker.com/product/KsHRsY/amd-ryzen-7-3700x-36-ghz-8-core-oemtray-processor-100-000000071,8,3.6,4.4,Zen 2,65,,LGA1200
Intel Core i7-10700,369.95,https://pcpartpicker.com/product/dLK2FT/intel-core-i7-10700-29-ghz-8-core-processor-bx8070110700,8,2.9,4.8,Comet Lake,65,Intel UHD Graphics 630,LGA2011-3
Intel Xeon E5-2687W V4,2192,https://pcpartpicker.com/product/YMbkcf/intel-cpu-bx80660e52687v4,12,3,3.5,Broadwell,160,,AM5
AMD EPYC 4564P,699.99,https://pcpartpicker.com/product/ppXV3C/amd-epyc-4564p-45-ghz-16-core-processor-100-100001476wof,16,4.5,5.7,Zen 4,170,Radeon,LGA1200
Intel Core i3-10100,87.59,https://pcpartpicker.com/product/qtqBD3/intel-core-i3-10100-36-ghz-quad-core-processor-bx8070110100,4,3.6,4.3,Comet Lake,65,Intel UHD Graphics 630,LGA1200
Intel Core i7-11700F,274.87,https://pcpartpicker.com/product/QDcG3C/intel-core-i7-11700f-25-ghz-8-core-processor-bx8070811700f,8,2.5,4.9,Rocket Lake,65,,LGA1200
Intel Core i5-11600K,175,https://pcpartpicker.com/product/RK3gXL/intel-core-i5-11600k-39-ghz-6-core-processor-bx8070811600k,6,3.9,4.9,Rocket Lake,125,Intel UHD Graphics 750,LGA1151
Intel Core i5-7400,70,https://pcpartpicker.com/product/qnM323/intel-core-i5-7400-30ghz-quad-core-processor-bx80677i57400,4,3,3.5,Kaby Lake,65,Intel HD Graphics 630,LGA1200
Intel Core i9-10900KF,249,https://pcpartpicker.com/product/CT3mP6/intel-core-i9-10900kf-37-ghz-10-core-processor-bx8070110900kf,10,3.7,5.3,Comet Lake,125,,LGA1151
Intel Core i9-9900KF,288,https://pcpartpicker.com/product/G7KcCJ/intel-core-i9-9900kf-36-ghz-8-core-processor-bx80684i99900kf,8,3.6,5,Coffee Lake Refresh,95,,AM4
AMD Ryzen 7 5700,,https://pcpartpicker.com/product/9NFmP6/amd-ryzen-7-5700-37-ghz-8-core-processor-100-000000743box,8,3.7,4.6,Zen 3,65,,AM4
AMD Ryzen 7 1700,195,https://pcpartpicker.com/product/3kPzK8/amd-ryzen-7-1700-30ghz-8-core-processor-yd1700bbaebox,8,3,3.7,Zen,65,,AM4
AMD Ryzen 5 5600X3D,,https://pcpartpicker.com/product/vqhv6h/amd-ryzen-5-5600x3d-33-ghz-6-core-processor-100-100001176wo,6,3.3,4.4,Zen 3,105,,LGA1700
Intel Core i5-12500,191.48,https://pcpartpicker.com/product/hvC48d/intel-core-i5-12500-3-ghz-6-core-processor-bx8071512500,6,3,4.6,Alder Lake,65,Intel UHD Graphics 770,LGA1151
Intel Core i7-9700F,273,https://pcpartpicker.com/product/W4848d/intel-core-i7-9700f-3-ghz-8-core-processor-bx80684i79700f,8,3,4.7,Coffee Lake Refresh,65,,LGA1700
Intel Core i9-14900F,521.66,https://pcpartpicker.com/product/RNjRsY/intel-core-i9-14900f-2-ghz-24-core-processor-bx8071514900f,24,2,5.8,Raptor Lake Refresh,65,,LGA1150
Intel Core i7-4770K,110,https://pcpartpicker.com/product/yT2kcf/intel-cpu-bx80646i74770k,4,3.5,3.9,Haswell,84,Intel HD Graphics 4600,LGA1150
Intel Core i7-4790,139.94,https://pcpartpicker.com/product/94MTwP/intel-core-i7-4790-36-ghz-quad-core-oemtray-processor-cm8064601560113,4,3.6,4,Haswell Refresh,84,Intel HD Graphics 4600,LGA1700
Intel Core i7-13700,319.99,https://pcpartpicker.com/product/8VqPxr/intel-core-i7-13700-21-ghz-16-core-processor-bx8071513700,16,2.1,5.2,Raptor Lake,65,Intel UHD Graphics 770,AM4
AMD Ryzen 5 2400G,135,https://pcpartpicker.com/product/FGPKHx/amd-ryzen-5-2400g-36ghz-quad-core-processor-yd2400c5fbbox,4,3.6,3.9,Zen,65,Radeon Vega 11,LGA2011-3
Intel Xeon E5-2699 V4,405.36,https://pcpartpicker.com/product/rd98TW/intel-cpu-cm8066002022506,22,2.2,3.6,Broadwell,145,,LGA1200
Intel Core i3-10105F,82.25,https://pcpartpicker.com/product/hYgFf7/intel-core-i3-10105f-37-ghz-quad-core-processor-bx8070110105f,4,3.7,4.4,Comet Lake,65,,LGA1700
Intel Core i9-14900,578.99,https://pcpartpicker.com/product/3c7scf/intel-core-i9-14900-2-ghz-24-core-processor-bx8071514900,24,2,5.8,Raptor Lake Refresh,65,Intel UHD Graphics 770,AM5
AMD Ryzen 5 7600X3D,,https://pcpartpicker.com/product/WtwmP6/amd-ryzen-5-7600x3d-41-ghz-6-core-oemtray-processor-100-000001721,6,4.1,4.7,Zen 4,65,Radeon,LGA1151
Intel Core i9-9900KS,1499,https://pcpartpicker.com/product/9mCFf7/intel-core-i9-9900ks-4-ghz-8-core-processor-bx80684i99900ks,8,4,5,Coffee Lake Refresh,127,Intel UHD Graphics 630,LGA2011-3
Intel Core i7-6950X,,https://pcpartpicker.com/product/GsL7YJ/intel-cpu-cm8067102055800,10,3,3.5,Broadwell,140,,LGA1200
Intel Core i9-11900KF,260,https://pcpartpicker.com/product/9rrRsY/intel-core-i9-11900kf-35-ghz-8-core-processor-bx8070811900kf,8,3.5,5.3,Rocket Lake,125,,AM4
AMD Ryzen 3 1200 (14nm),95,https://pcpartpicker.com/product/TX4NnQ/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd1200bbaebox,4,3.1,3.4,Zen,65,,LGA1200
Intel Core i7-10700KF,220,https://pcpartpicker.com/product/sT3mP6/intel-core-i7-10700kf-38-ghz-8-core-processor-bx8070110700kf,8,3.8,5.1,Comet Lake,125,,FM2
AMD A6-6400K,,https://pcpartpicker.com/product/JrZQzy/amd-cpu-ad640kokhlbox,2,3.9,,Piledriver,65,Radeon HD 8470D,LGA1151
Intel Core i3-7350K,35,https://pcpartpicker.com/product/tTVBD3/intel-core-i3-7350k-42ghz-dual-core-processor-bx80677i37350k,2,4.2,,Kaby Lake,60,Intel HD Graphics 630,AM4
AMD Ryzen 5 1600 (14nm),250.58,https://pcpartpicker.com/product/mV98TW/amd-ryzen-5-1600-32ghz-6-core-processor-yd1600bbaebox,6,3.2,3.6,Zen,65,,LGA1200
Intel Core i7-11700KF,227.33,https://pcpartpicker.com/product/Fgt9TW/intel-core-i7-11700kf-36-ghz-8-core-processor-bx8070811700kf,8,3.6,5,Rocket Lake,125,,AM4
AMD Ryzen 9 3900XT,325,https://pcpartpicker.com/product/RwfFf7/amd-ryzen-9-3900xt-38-ghz-12-core-processor-100-100000277wof,12,3.8,4.7,Zen 2,105,,LGA1150
Intel Core i5-4460,64.04,https://pcpartpicker.com/product/F63RsY/intel-cpu-bx80646i54460,4,3.2,3.4,Haswell Refresh,84,Intel HD Graphics 4600,LGA775
Intel Pentium E5700,14.99,https://pcpartpicker.com/product/MG4gXL/intel-cpu-bx80571e5700,2,3,,Wolfdale,65,,AM4
AMD Ryzen 5 1600X,125,https://pcpartpicker.com/product/8hwqqs/amd-ryzen-5-1600x-36ghz-6-core-processor-yd160xbcaewof,6,3.6,4,Zen,95,,LGA1700
Intel Celeron G6900,79.98,https://pcpartpicker.com/product/QKbTwP/intel-celeron-g6900-34-ghz-dual-core-processor-bx80715g6900,2,3.4,,Alder Lake,46,Intel UHD Graphics 710,LGA1151
Intel Core i5-8500,139,https://pcpartpicker.com/product/kFKcCJ/intel-core-i5-8500-3ghz-6-core-processor-bx80684i58500,6,3,4.1,Coffee Lake,65,Intel UHD Graphics 630,LGA1151
Intel Core i5-7600K,135,https://pcpartpicker.com/product/dQM323/intel-core-i5-7600k-38ghz-quad-core-processor-bx80677i57600k,4,3.8,4.2,Kaby Lake,91,Intel HD Graphics 630,AM4
AMD Ryzen 7 1700X,195,https://pcpartpicker.com/product/9Q98TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaewof,8,3.4,3.8,Zen,95,,LGA1151
Intel Core i3-9100F,115,https://pcpartpicker.com/product/YTbwrH/intel-core-i3-9100f-36-ghz-quad-core-processor-bx80684i39100f,4,3.6,4.2,Coffee Lake Refresh,65,,LGA2011
Intel Xeon E5-2630 V2,,https://pcpartpicker.com/product/Wx4gXL/intel-cpu-bx80635e52630v2,6,2.6,3.1,Ivy Bridge,80,,LGA1155
Intel Core i5-3470,68.97,https://pcpartpicker.com/product/PBCwrH/intel-cpu-bx80637i53470,4,3.2,,Ivy Bridge,77,Intel HD Graphics 2500,LGA1151
Intel Core i3-8100,148,https://pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100,4,3.6,,Coffee Lake,65,Intel UHD Graphics 630,LGA1200
Intel Core i5-11600KF,145,https://pcpartpicker.com/product/K3Z9TW/intel-core-i5-11600kf-39-ghz-6-core-processor-bx8070811600kf,6,3.9,4.9,Rocket Lake,125,,LGA1151
Intel Core i7-9700KF,205,https://pcpartpicker.com/product/LhCD4D/intel-core-i7-9700kf-36-ghz-8-core-processor-bx80684i79700kf,8,3.6,4.9,Coffee Lake Refresh,95,,AM3+
AMD FX-8350,,https://pcpartpicker.com/product/ykphP6/amd-cpu-fd8350frhkbox,8,4,,Piledriver,125,,LGA1155
Intel Core i7-3770K,175,https://pcpartpicker.com/product/7KjG3C/intel-cpu-bx80637i73770k,4,3.5,,Ivy Bridge,77,Intel HD Graphics 4000,LGA1200
Intel Core i7-11700,316.99,https://pcpartpicker.com/product/7RTp99/intel-core-i7-11700-25-ghz-8-core-processor-bx8070811700,8,2.5,4.9,Rocket Lake,65,Intel UHD Graphics 750,LGA1150
Intel Core i5-4590,,https://pcpartpicker.com/product/7bNp99/intel-cpu-bx80646i54590,4,3.3,3.7,Haswell Refresh,84,Intel HD Graphics 4600,AM4
AMD Ryzen 5 3600XT,267.58,https://pcpartpicker.com/product/7sFKHx/amd-ryzen-5-3600xt-38-ghz-6-core-processor-100-100000281box,6,3.8,4.5,Zen 2,95,,AM4
AMD Ryzen 5 1400,110,https://pcpartpicker.com/product/72wqqs/amd-ryzen-5-1400-32ghz-quad-core-processor-yd1400bbaebox,4,3.2,3.4,Zen,65,,LGA2011
Intel Xeon E5-2630,38.5,https://pcpartpicker.com/product/kKvRsY/intel-cpu-bx80621e52630,6,2.3,,Sandy Bridge,95,,LGA1151
Intel Core i7-8700K,266.52,https://pcpartpicker.com/product/cjPzK8/intel-core-i7-8700k-37ghz-6-core-processor-cm8068403358220,6,3.7,4.7,Coffee Lake,95,Intel UHD Graphics 630,LGA1151
Intel Core i5-9400,133.93,https://pcpartpicker.com/product/V4RzK8/intel-core-i5-9400-29-ghz-6-core-processor-bx80684i59400,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,AM4
AMD Athlon 3000G (14nm),,https://pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox,2,3.5,,Zen,35,Radeon Vega 3,LGA1151
Intel Core i5-6400,,https://pcpartpicker.com/product/rK4NnQ/intel-cpu-bx80662i56400,4,2.7,3.3,Skylake,65,Intel HD Graphics 530,LGA1150
Intel Core i3-4130,41,https://pcpartpicker.com/product/KDGkcf/intel-cpu-bx80646i34130,2,3.4,,Haswell,54,Intel HD Graphics 4400,AM4
AMD Ryzen 5 3500,,https://pcpartpicker.com/product/ZKqBD3/amd-ryzen-5-3500-36-ghz-6-core-processor-100-000000050,6,3.6,4.1,Zen 2,65,,sTR4
AMD Threadripper 1920X,235,https://pcpartpicker.com/product/cRDzK8/amd-threadripper-1920x-35ghz-12-core-processor-yd192xa8aewof,12,3.5,4,Zen,180,,LGA1150
Intel Core i5-4570,98,https://pcpartpicker.com/product/wXK7YJ/intel-cpu-bx80646i54570,4,3.2,,Haswell,84,Intel HD Graphics 4600,LGA2066
Intel Core i9-10980XE,815,https://pcpartpicker.com/product/bmxbt6/intel-core-i9-10980xe-3-ghz-18-core-processor-bx8069510980xe,18,3,4.8,Cascade Lake,165,,AM4
AMD Ryzen 3 3300X,140.99,https://pcpartpicker.com/product/NvCFf7/amd-ryzen-3-3300x-38-ghz-quad-core-processor-100-100000159box,4,3.8,4.3,Zen 2,65,,LGA1700
Intel Core i3-13100,142,https://pcpartpicker.com/product/RdjBD3/intel-core-i3-13100-34-ghz-quad-core-processor-bx8071513100,4,3.4,4.5,Raptor Lake,60,Intel UHD Graphics 730,AM3+
AMD FX-6300,,https://pcpartpicker.com/product/PnxfrH/amd-cpu-fd6300wmhkbox,6,3.5,,Piledriver,95,,LGA1155
Intel Core i5-2400,,https://pcpartpicker.com/product/jxJwrH/intel-cpu-bx80623i52400,4,3.1,,Sandy Bridge,95,Intel HD Graphics 2000,LGA1155
Intel Core i7-2600,,https://pcpartpicker.com/product/nvyFf7/intel-cpu-bx80623i72600,4,3.4,,Sandy Bridge,95,Intel HD Graphics 2000,LGA1200
Intel Core i9-11900F,210,https://pcpartpicker.com/product/RvfnTW/intel-core-i9-11900f-25-ghz-8-core-processor-bx8070811900f,8,2.5,5.2,Rocket Lake,65,,LGA2011-3
Intel Xeon E5-2650 V4,79,https://pcpartpicker.com/product/DGL7YJ/intel-cpu-bx80660e52650v4,12,2.2,2.9,Broadwell,105,,LGA1151
Intel Core i3-6100,85,https://pcpartpicker.com/product/hV7CmG/intel-cpu-bx80662i36100,2,3.7,,Skylake,51,Intel HD Graphics 530,LGA1151
Intel Core i5-9600KF,170,https://pcpartpicker.com/product/MBMwrH/intel-core-i5-9600kf-37-ghz-6-core-processor-bx80684i59600kf,6,3.7,4.6,Coffee Lake Refresh,95,,AM4
AMD Ryzen 5 1500X,195,https://pcpartpicker.com/product/VtFXsY/amd-ryzen-5-1500x-35ghz-quad-core-processor-yd150xbbaebox,4,3.5,3.7,Zen,65,,LGA1700
Intel Core i9-13900,499.99,https://pcpartpicker.com/product/kNkWGX/intel-core-i9-13900-2-ghz-24-core-processor-bx8071513900,24,2,5.6,Raptor Lake,65,Intel UHD Graphics 770,AM4
AMD Ryzen 7 1800X,235,https://pcpartpicker.com/product/7qyxFT/amd-ryzen-7-1800x-36ghz-8-core-processor-yd180xbcaewof,8,3.6,4,Zen,95,,LGA2011-3
Intel Core i7-6800K,89,https://pcpartpicker.com/product/Td98TW/intel-cpu-bx80671i76800k,6,3.4,3.6,Broadwell,140,,LGA1200
Intel Core i9-10900F,217.97,https://pcpartpicker.com/product/DYtKHx/intel-core-i9-10900f-28-ghz-10-core-processor-bx8070110900f,10,2.8,5.2,Comet Lake,65,,LGA1200
Intel Celeron G5900,48.32,https://pcpartpicker.com/product/37gQzy/intel-celeron-g5900-34-ghz-dual-core-processor-bx80701g5900,2,3.4,,Comet Lake,58,Intel UHD Graphics 610,LGA1150
Intel Core i5-4690,56,https://pcpartpicker.com/product/r8W9TW/intel-cpu-bx80646i54690,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics 4600,LGA775
Intel Core 2 Duo E8400,23.03,https://pcpartpicker.com/product/Kwbp99/intel-cpu-eu80570pj0806m,2,3,,Wolfdale,65,,AM4
AMD Ryzen 7 3800XT,,https://pcpartpicker.com/product/9wfFf7/amd-ryzen-7-3800xt-39-ghz-8-core-processor-100-100000279wof,8,3.9,4.7,Zen 2,105,,LGA1200
Intel Core i3-10105,86.45,https://pcpartpicker.com/product/Xht9TW/intel-core-i3-10105-37-ghz-quad-core-processor-bx8070110105,4,3.7,4.4,Comet Lake,65,Intel UHD Graphics 630,LGA1151
Intel Celeron G4900,42.61,https://pcpartpicker.com/product/bWBTwP/intel-celeron-g4900-31ghz-dual-core-oemtray-processor-cm8068403378112,2,3.1,,Coffee Lake,65,Intel UHD Graphics 610,LGA1200
Intel Core i5-10500,249.95,https://pcpartpicker.com/product/JKbCmG/intel-core-i5-10500-31-ghz-6-core-processor-bx8070110500,6,3.1,4.5,Comet Lake,65,Intel UHD Graphics 630,AM3
AMD Athlon II X2 240,24.95,https://pcpartpicker.com/product/vZTmP6/amd-cpu-adx240ock23gq,2,2.8,,K10,65,,LGA1150
Intel Core i7-4790K,145,https://pcpartpicker.com/product/WMJwrH/intel-cpu-cm8064601710501,4,4,4.4,Haswell Refresh,88,Intel HD Graphics 4600,LGA2011-3
Intel Xeon E5-2680 V4,1975,https://pcpartpicker.com/product/zqmxFT/intel-cpu-bx80660e52680v4,14,2.4,3.3,Broadwell,120,,LGA1700
Intel Core i9-13900F,477.81,https://pcpartpicker.com/product/rkGbt6/intel-core-i9-13900f-2-ghz-24-core-processor-bx8071513900f,24,2,5.6,Raptor Lake,65,,sTR4
AMD Threadripper 2990WX,2698.95,https://pcpartpicker.com/product/zXNv6h/amd-threadripper-2990wx-3ghz-32-core-processor-yd299xazafwof,32,3,4.2,Zen+,250,,LGA1155
Intel Core i5-3570K,139,https://pcpartpicker.com/product/3LZQzy/intel-cpu-bx80637i53570k,4,3.4,,Ivy Bridge,77,Intel HD Graphics 4000,FM2+
AMD Athlon X4 845,35,https://pcpartpicker.com/product/6zfmP6/amd-cpu-ad845xackasbx,4,3.5,3.8,Puma+,65,,AM4
AMD Ryzen 5 3600,,https://pcpartpicker.com/product/Rnm323/amd-ryzen-5-3600-36-thz-6-core-oemtray-processor-100-000000031,6,3.6,4.2,Zen 2,65,,LGA1700
Intel Core i9-12900F,338.11,https://pcpartpicker.com/product/vDXJ7P/intel-core-i9-12900f-24-ghz-16-core-processor-bx8071512900f,16,2.4,5.1,Alder Lake,65,,LGA1151
Intel Core i5-7600,85,https://pcpartpicker.com/product/3pWrxr/intel-core-i5-7600-35ghz-quad-core-processor-bx80677i57600,4,3.5,4.1,Kaby Lake,65,Intel HD Graphics 630,AM4
AMD Ryzen 9 3900X,,https://pcpartpicker.com/product/pQ3H99/amd-ryzen-9-3900x-36-ghz-12-core-oemtray-processor-100-000000023,12,3.8,4.6,Zen 2,105,,LGA1151
Intel Core i5-9500,123,https://pcpartpicker.com/product/rD4BD3/intel-core-i5-9500-3-ghz-6-core-processor-bx80684i59500,6,3,4.4,Coffee Lake Refresh,65,Intel UHD Graphics 630,LGA1151
Intel Core i3-7100,65,https://pcpartpicker.com/product/J9X2FT/intel-core-i3-7100-39ghz-dual-core-processor-bx80677i37100,2,3.9,,Kaby Lake,51,Intel HD Graphics 630,LGA1151
Intel Core i5-6600,,https://pcpartpicker.com/product/m9Gj4D/intel-cpu-bx80662i56600,4,3.3,3.9,Skylake,65,Intel HD Graphics 530,LGA2066
Intel Core i9-7900X,325,https://pcpartpicker.com/product/GmtWGX/intel-core-i9-7900x-33ghz-10-core-processor-bx80673i97900x,10,3.3,4.5,Skylake,140,,LGA1151
Intel Core i5-7500T,69,https://pcpartpicker.com/product/WCvZxr/intel-core-i5-7500t-27ghz-quad-core-processor-bx80677i57500t,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,sTR4
AMD Threadripper 1950X,721.95,https://pcpartpicker.com/product/CF7CmG/amd-threadripper-1950x-34ghz-16-core-processor-yd195xa8aewof,16,3.4,4,Zen,180,,LGA1155
Intel Core i7-2600K,79,https://pcpartpicker.com/product/LTckcf/intel-cpu-bx80623i72600k,4,3.4,,Sandy Bridge,95,Intel HD Graphics 3000,LGA1151
Intel Core i9-9900K,954.81,https://pcpartpicker.com/product/z6gzK8/intel-core-i9-9900k-36ghz-8-core-oemtray-processor-cm8068403873914,8,3.6,5,Coffee Lake Refresh,95,Intel UHD Graphics 630,LGA1700
Intel Core i9-12900,421.59,https://pcpartpicker.com/product/JpJgXL/intel-core-i9-12900-24-ghz-16-core-processor-bx8071512900,16,2.4,5.1,Alder Lake,65,Intel UHD Graphics 770,LGA2066
Intel Core i9-10900X,579.99,https://pcpartpicker.com/product/r4NgXL/intel-core-i9-10900x-37-ghz-10-core-processor-bx8069510900x,10,3.7,4.7,Cascade Lake,165,,AM5
AMD Ryzen 9 PRO 7945,,https://pcpartpicker.com/product/jTrqqs/amd-ryzen-9-pro-7945-37-ghz-12-core-oemtray-processor-100-000000598,12,3.7,5.4,Zen 4,65,Radeon,LGA1151
Intel Core i5-9400F,,https://pcpartpicker.com/product/w9VD4D/intel-core-i5-9400f-29-ghz-6-core-oemtray-processor-cm8068403358819,6,2.9,4.1,Coffee Lake Refresh,65,,LGA1151
Intel Core i3-9100,107,https://pcpartpicker.com/product/NfKcCJ/intel-core-i3-9100-36-ghz-quad-core-processor-bx80684i39100,4,3.6,4.2,Coffee Lake Refresh,65,Intel UHD Graphics 630,LGA1700
Intel Core i5-12600,249.99,https://pcpartpicker.com/product/HqXJ7P/intel-core-i5-12600-33-ghz-6-core-processor-bx8071512600,6,3.3,4.8,Alder Lake,65,Intel UHD Graphics 770,LGA1151
Intel Core i7-8700,334.95,https://pcpartpicker.com/product/DTdFf7/intel-core-i7-8700-32ghz-6-core-oemtray-processor-cm8068403358316,6,3.2,4.6,Coffee Lake,65,Intel UHD Graphics 630,LGA1200
Intel Core i5-11600,126,https://pcpartpicker.com/product/34ddnQ/intel-core-i5-11600-28-ghz-6-core-processor-bx8070811600,6,2.8,4.8,Rocket Lake,65,Intel UHD Graphics 750,LGA1150
Intel Core i5-4670K,99.88,https://pcpartpicker.com/product/DNrG3C/intel-cpu-bx80646i54670k,4,3.4,,Haswell,84,Intel HD Graphics 4600,LGA1150
Intel Core i7-4790,,https://pcpartpicker.com/product/BRjG3C/intel-cpu-bx80646i74790,4,3.6,4,Haswell Refresh,84,Intel HD Graphics 4600,LGA1200
Intel Core i5-11500,166.83,https://pcpartpicker.com/product/FsXJ7P/intel-core-i5-11500-27-ghz-6-core-processor-bx8070811500,6,2.7,4.6,Rocket Lake,65,Intel UHD Graphics 750,LGA1700
Intel 300,103.97,https://pcpartpicker.com/product/FvkH99/intel-300-39-ghz-dual-core-processor-bx80715300,2,3.9,,Raptor Lake Refresh,46,Intel UHD Graphics 710,LGA2011-3
Intel Core i7-6900K,120,https://pcpartpicker.com/product/NXyxFT/intel-cpu-bx80671i76900k,8,3.2,3.7,Broadwell,140,,LGA1155
Intel Pentium G640,30,https://pcpartpicker.com/product/yg9KHx/intel-cpu-bx80623g640,2,2.8,,Sandy Bridge,65,Intel HD Graphics,LGA2011-3
Intel Core i7-5820K,,https://pcpartpicker.com/product/6tXfrH/intel-cpu-bx80648i75820k,6,3.3,3.6,Haswell,140,,LGA1155
Intel Core i5-3570,,https://pcpartpicker.com/product/dVV48d/intel-cpu-bx80637i53570,4,3.4,,Ivy Bridge,77,Intel HD Graphics 2500,LGA775
Intel Celeron 420,69.95,https://pcpartpicker.com/product/hzrG3C/intel-cpu-hh80557rg025512,1,1.6,,Core,35,,AM5
AMD EPYC 4244P,242.99,https://pcpartpicker.com/product/sgV2FT/amd-epyc-4244p-38-ghz-6-core-processor-100-100001480wof,6,3.8,5.1,Zen 4,65,Radeon,LGA1151
Intel Core i5-8400,249.95,https://pcpartpicker.com/product/NZgPxr/intel-core-i5-8400-28ghz-6-core-oemtray-processor-cm8068403358811,6,2.8,4,Coffee Lake,65,Intel UHD Graphics 630,AM3+
AMD FX-8320,,https://pcpartpicker.com/product/dmw323/amd-cpu-fd8320frhkbox,8,3.5,,Piledriver,125,,LGA1150
Intel Core i3-4170,,https://pcpartpicker.com/product/hYrcCJ/intel-cpu-bx80646i34170,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4400,LGA1151
Intel Core i9-9900,598.95,https://pcpartpicker.com/product/GWMwrH/intel-core-i9-9900-31-ghz-8-core-processor-bx80684i99900,8,3.1,5,Coffee Lake Refresh,65,Intel UHD Graphics 630,LGA2066
Intel Core i9-9980XE,1498.95,https://pcpartpicker.com/product/XMkj4D/intel-core-i9-9980xe-3-thz-18-core-oemtray-processor-cd8067304126600,18,3,4.4,Skylake,165,,LGA1700
Intel Pentium Gold G7400,113.32,https://pcpartpicker.com/product/KsBG3C/intel-pentium-gold-g7400-37-ghz-dual-core-processor-bx80715g7400,2,3.7,,Alder Lake,46,Intel UHD Graphics 710,LGA1200
Intel Core i9-10900,432.77,https://pcpartpicker.com/product/wW7p99/intel-core-i9-10900-28-ghz-10-core-processor-bx8070110900,10,2.8,5.2,Comet Lake,65,Intel UHD Graphics 630,AM4
AMD Ryzen 3 3200G,,https://pcpartpicker.com/product/P3CFf7/amd-ryzen-3-3200g-36-ghz-quad-core-oemtray-processor-yd3200c5m4mfh,4,3.6,4,Zen+,65,Radeon Vega 8,Coffee Lake Refresh
Intel Core i9-9900K (Standard Folding Box),385,https://pcpartpicker.com/product/8jdrxr/intel-core-i9-9900k-36-ghz-8-core-processor-bx806849900k,8,3.6,5,Coffee Lake Refresh,95,Intel UHD Graphics 630,LGA1151
Intel Core i5-8600,129,https://pcpartpicker.com/product/XMTPxr/intel-core-i5-8600-31ghz-6-core-processor-bx80684i58600,6,3.1,4.3,Coffee Lake,65,Intel UHD Graphics 630,LGA2066
Intel Core i7-7740X,129.94,https://pcpartpicker.com/product/FJL7YJ/intel-core-i7-7740x-43ghz-quad-core-processor-bx80677i77740x,4,4.3,4.5,Kaby Lake,112,,AM5
AMD EPYC 4464P,449.99,https://pcpartpicker.com/product/XNrqqs/amd-epyc-4464p-37-ghz-12-core-processor-100-100001478wof,12,3.7,5.4,Zen 4,65,Radeon,LGA1155
Intel Core i5-2500K,,https://pcpartpicker.com/product/4WqdnQ/intel-cpu-bx80623i52500k,4,3.3,,Sandy Bridge,95,Intel HD Graphics 3000,LGA1151
Intel Core i5-6500,129.94,https://pcpartpicker.com/product/8GcMnQ/intel-cpu-cm8066201920404,4,3.2,3.6,Skylake,65,Intel HD Graphics 530,LGA1150
Intel Core i3-4150,41.13,https://pcpartpicker.com/product/qMJwrH/intel-cpu-bx80646i34150,2,3.5,,Haswell Refresh,54,Intel HD Graphics 4400,LGA1151
Intel Core i7-7700K,,https://pcpartpicker.com/product/73jWGX/intel-core-i7-7700k-42ghz-quad-core-oemtray-processor-cm8067702868535,4,4.2,4.5,Kaby Lake,91,Intel HD Graphics 630,LGA1151
Intel Core i7-8086K,398.75,https://pcpartpicker.com/product/CgqhP6/intel-core-i7-8086k-4ghz-6-core-processor-bx80684i78086k,6,4,5,Coffee Lake,95,Intel UHD Graphics 630,LGA2011
Intel Core i7-4930K,98,https://pcpartpicker.com/product/pvphP6/intel-cpu-bx80633i74930k,6,3.4,3.9,Ivy Bridge,130,,LGA1200
Intel Core i9-11900,269.99,https://pcpartpicker.com/product/3y4Ycf/intel-core-i9-11900-25-ghz-8-core-processor-bx8070811900,8,2.5,5.2,Rocket Lake,65,Intel UHD Graphics 750,sTR4
AMD Threadripper 2920X,750,https://pcpartpicker.com/product/gnDJ7P/amd-threadripper-2920x-35-ghz-12-core-processor-yd292xa8afwof,12,3.5,4.3,Zen+,180,,AM4
AMD Ryzen 5 2600,,https://pcpartpicker.com/product/6Nvqqs/amd-ryzen-5-2600-34-ghz-6-core-oemtray-processor-yd2600bbm6iaf,6,3.4,3.9,Zen+,65,,AM4
AMD Ryzen 3 1300X,,https://pcpartpicker.com/product/Zk2rxr/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd130xbbaebox,4,3.5,3.7,Zen,65,,LGA1151
Intel Celeron G3900,39.9,https://pcpartpicker.com/product/x78H99/intel-cpu-cm8066201928610,2,2.8,,Skylake,51,Intel HD Graphics 510,AM4
AMD Athlon 200GE,99.99,https://pcpartpicker.com/product/dFhKHx/amd-athlon-200ge-32ghz-dual-core-processor-yd200gc6fbbox,2,3.2,,Zen,35,Radeon Vega 3,AM4
