name,price,href,speed,modules,price_per_gb,color,first_word_latency,cas_latency
G.Skill Ripjaws S5 32 GB,99.99,https://pcpartpicker.com/product/4bPQzy/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5600-cl28-memory-f5-5600j2834f16gx2-rs5k,"5,5600","2,16",3.125,Black,10,28
G.Skill Trident Z RGB 64 GB,124.99,https://pcpartpicker.com/product/gRMTwP/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gtzr,"4,3600","2,32",1.953,Black,10,18
Corsair Vengeance RGB Pro 32 GB,87.99,https://pcpartpicker.com/product/HycG3C/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmw32gx4m2e3200c16w,"4,3200","2,16",2.75,White,10,16
Crucial CT2K8G48C40U5 16 GB,43.99,https://pcpartpicker.com/product/X7Z9TW/crucial-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-ct2k8g48c40u5,"5,4800","2,8",2.749,Black,16.667,40
Patriot Viper Venom 32 GB,97.99,https://pcpartpicker.com/product/Yyqrxr/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-pvv532g640c32k,"5,6400","2,16",3.062,Black / White,10,32
G.Skill Ripjaws S5 64 GB,184.99,https://pcpartpicker.com/product/QJ3gXL/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-rs5k,"5,6000","2,32",2.89,Black,10,30
Corsair Vengeance 64 GB,234.99,https://pcpartpicker.com/product/PzdG3C/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6800-cl32-memory-cmk64gx5m2x6800c32,"5,6800","2,32",3.672,Black / Gray,9.412,32
Corsair Dominator Titanium 96 GB,409.99,https://pcpartpicker.com/product/Y49wrH/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6600-cl32-memory-cmp96gx5m2b6600c32w,"5,6600","2,48",4.271,White,9.697,32
TEAMGROUP T-Create Expert 64 GB,170.99,https://pcpartpicker.com/product/yXyH99/teamgroup-t-create-expert-64-gb-2-x-32-gb-ddr5-6000-cl34-memory-ctced564g6000hc34bdc01,"5,6000","2,32",2.672,Black,11.333,34
Corsair Vengeance 16 GB,77.98,https://pcpartpicker.com/product/qdkD4D/corsair-memory-cmz16gx3m2a1600c10,"3,1600","2,8",4.874,Black / Yellow,11.25,9
Lexar Ares RGB 32 GB,111.99,https://pcpartpicker.com/product/NkxxFT/lexar-ares-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ld5bu016g-r6000gdla,"5,6000","2,16",3.5,Black,10,30
Crucial Pro 64 GB,104.99,https://pcpartpicker.com/product/s288TW/crucial-pro-64-gb-2-x-32-gb-ddr4-3200-cl22-memory-cp2k32g4dfra32a,"4,3200","2,32",1.64,Black / Green,13.75,22
Crucial CT16G48C40U5 16 GB,41.99,https://pcpartpicker.com/product/vGNxFT/crucial-ct16g48c40u5-16-gb-1-x-16-gb-ddr5-4800-cl40-memory-ct16g48c40u5,"5,4800","1,16",2.624,Black,16.667,40
G.Skill Ripjaws V 32 GB,69.99,https://pcpartpicker.com/product/dqbTwP/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gvk,"4,4000","2,16",2.187,Black,9,18
Corsair Vengeance RGB 64 GB,217.99,https://pcpartpicker.com/product/Pt88TW/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmh64gx5m2b6400c32,"5,6400","2,32",3.406,Black / Gray,10,32
G.Skill Ripjaws S5 96 GB,319.99,https://pcpartpicker.com/product/jn26Mp/gskill-ripjaws-s5-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-rs5k,"5,6400","2,48",3.333,Black,10,32
Corsair Vengeance RGB 32 GB,91.99,https://pcpartpicker.com/product/PyJgXL/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-cmh32gx5m2b5600c40k,"5,5600","2,16",2.875,Black / Gray,14.286,40
Kingston FURY 128 GB,395.58,https://pcpartpicker.com/product/VXkH99/kingston-fury-128-gb-4-x-32-gb-ddr5-5600-cl40-memory-kf556c40bwak4-128,"5,5600","4,32",3.09,White,14.286,40
Corsair Vengeance LPX 128 GB,1495,https://pcpartpicker.com/product/LP38TW/corsair-memory-cmk128gx4m8a2400c14,"4,2400","8,16",11.68,Black / Yellow,12.5,15
Kingston FURY Beast 128 GB,391.19,https://pcpartpicker.com/product/2RyH99/kingston-fury-beast-128-gb-4-x-32-gb-ddr5-5600-cl40-memory-kf556c40bwk4-128,"5,5600","4,32",3.056,White,14.286,40
Patriot Signature 8 GB,9.99,https://pcpartpicker.com/product/CnW9TW/patriot-memory-psd38g16002,"3,1600","1,8",1.249,Black / Green,13.75,11
Timetec PINNACLE Konduit 16 GB,28.99,https://pcpartpicker.com/product/rz7scf/timetec-pinnacle-konduit-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhw8gk2,"4,3200","2,8",1.812,White,10,16
Silicon Power XPOWER Pulse Gaming 32 GB,,https://pcpartpicker.com/product/NZhv6h/silicon-power-xpower-pulse-gaming-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-sp032gxlwu64afdjad,"5,6400","2,16",,Black,10,32
TEAMGROUP T-Force Delta RGB 64 GB,174.99,https://pcpartpicker.com/product/kmP8TW/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff4d564g6000hc38adc01,"5,6000","2,32",2.734,White / Silver,12.667,38
Corsair Vengeance LPX 16 GB,39.99,https://pcpartpicker.com/product/mpx2FT/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3200-memory-cmk16gx4m2e3200c16,"4,3200","2,8",2.499,Black,10,16
Corsair Dominator Platinum RGB 32 GB,165.99,https://pcpartpicker.com/product/XDXJ7P/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-cmt32gx5m2x6200c36,"5,6200","2,16",5.187,Black,11.613,36
Crucial Pro 64 GB,154.99,https://pcpartpicker.com/product/QP88TW/crucial-pro-64-gb-2-x-32-gb-ddr5-5600-cl46-memory-cp2k32g56c46u5,"5,5600","2,32",2.422,Black,16.429,46
Lexar Ares RGB 32 GB,109.99,https://pcpartpicker.com/product/MDTZxr/lexar-ares-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ld5eu016g-r6400gdla,"5,6400","2,16",3.437,Black / Silver,10,32
Corsair Vengeance LPX 16 GB,41.99,https://pcpartpicker.com/product/jjZ2FT/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3200-memory-cmk16gx4m2b3200c16w,"4,3200","2,8",2.624,White,10,16
Corsair Vengeance LPX 32 GB,64.99,https://pcpartpicker.com/product/VhmFf7/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2z3600c18,"4,3600","2,16",2.031,Black / Yellow,10,18
Lexar THOR 16 GB,46.43,https://pcpartpicker.com/product/BCFmP6/lexar-thor-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ld4bu008g-r3200gdxg,"4,3200","2,8",2.902,Black,10,16
G.Skill Ripjaws V 32 GB,56.99,https://pcpartpicker.com/product/nvjNnQ/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gvk,"4,3600","2,16",1.781,Black,10,18
Patriot Signature Line 4 GB,11.99,https://pcpartpicker.com/product/GXbkcf/patriot-signature-line-4-gb-1-x-4-gb-ddr4-2400-cl16-memory-psd44g240081,"4,2400","1,4",2.998,Black / Green,13.333,16
G.Skill Trident Z5 RGB 64 GB,249.99,https://pcpartpicker.com/product/jv4Zxr/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6800-cl34-memory-f5-6800j3445g32gx2-tz5rk,"5,6800","2,32",3.906,Black,10,34
Samsung Green 8 GB,14.01,https://pcpartpicker.com/product/8RVD4D/samsung-green-8gb-1-x-8gb-ddr4-2133-memory-m378a1g43db0-cpb,"4,2133","1,8",1.751,Green / Black,14.065,15
Crucial Pro Overclocking 32 GB,114.99,https://pcpartpicker.com/product/63TZxr/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5w,"5,6000","2,16",3.593,White,12,36
Kingston FURY Beast 16 GB,46.66,https://pcpartpicker.com/product/DBH7YJ/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbk216,"4,3600","2,8",2.916,Black,9.444,17
Silicon Power XPOWER Turbine 16 GB,28.97,https://pcpartpicker.com/product/zBTzK8/silicon-power-xpower-turbine-16-gb-2-x-8-gb-ddr4-3200-memory-sp016gxlzu320bda,"4,3200","2,8",1.811,Blue,10,16
Kingston HyperX Fury 8 GB,,https://pcpartpicker.com/product/Fb7p99/kingston-hyperx-fury-8-gb-1-x-8-gb-ddr4-2666-cl16-memory-hx426c16fb38,"4,2666","1,8",,Black,12.003,16
G.Skill Ripjaws S5 64 GB,189.99,https://pcpartpicker.com/product/FhcG3C/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-5600-cl28-memory-f5-5600j2834f32gx2-rs5k,"5,5600","2,32",2.969,Black,10,28
ADATA XPG Lancer Blade 32 GB,112.99,https://pcpartpicker.com/product/Gk88TW/adata-xpg-lancer-blade-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dtlabbk,"5,6000","2,16",3.531,Black,10,30
Corsair Vengeance 192 GB,609.99,https://pcpartpicker.com/product/BXP8TW/corsair-vengeance-192-gb-4-x-48-gb-ddr5-5200-cl38-memory-cmk192gx5m4b5200c38,"5,5200","4,48",3.177,Black,14.615,38
TEAMGROUP Elite 32 GB,75.98,https://pcpartpicker.com/product/6mDQzy/teamgroup-elite-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-ted532g5600c46dc01,"5,5600","2,16",2.374,Black,16.429,46
Corsair Vengeance RGB 32 GB,107.99,https://pcpartpicker.com/product/KXV2FT/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36w,"5,6000","2,16",3.375,White / Silver,12,36
G.Skill Trident Z RGB 32 GB,69.99,https://pcpartpicker.com/product/fBLwrH/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gtzr,"4,3600","2,16",2.187,Black,10,18
Corsair Dominator Platinum RGB 32 GB,165.99,https://pcpartpicker.com/product/qBBG3C/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-cmt32gx5m2x6200c36w,"5,6200","2,16",5.187,White,11.613,36
Corsair Vengeance 32 GB,96.99,https://pcpartpicker.com/product/r7XV3C/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000c36,"5,6000","2,16",3.031,Black,12,36
Corsair Vengeance RGB 96 GB,349.99,https://pcpartpicker.com/product/RbTZxr/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-cmh96gx5m2b6000c30,"5,6000","2,48",3.646,Black / Silver,10,30
G.Skill Ripjaws S5 32 GB,81.99,https://pcpartpicker.com/product/BVvdnQ/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-f5-5200j4040a16gx2-rs5k,"5,5200","2,16",2.562,Black,15.385,40
Kingston FURY Beast 32 GB,95.99,https://pcpartpicker.com/product/p7Z9TW/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-kf552c40bbk2-32,"5,5200","2,16",3,Black / Silver,15.385,40
Kingston FURY Beast 16 GB,39.99,https://pcpartpicker.com/product/vJTp99/kingston-fury-beast-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-kf432c16bb16,"4,3200","1,16",2.499,Black,10,16
Kingston FURY Beast 64 GB,209.99,https://pcpartpicker.com/product/3jFmP6/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbek2-64,"5,6000","2,32",3.281,Black,10,30
Patriot Viper Venom 32 GB,107.99,https://pcpartpicker.com/product/ZyZXsY/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-7000-cl32-memory-pvv532g700c32k,"5,7000","2,16",3.375,Black / White,9.143,32
Corsair Dominator Titanium 64 GB,329.99,https://pcpartpicker.com/product/zByH99/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6400-cl32-memory-cmp64gx5m4b6400c32w,"5,6400","4,16",5.156,White,10,32
TEAMGROUP T-Create Classic 32 GB,85.99,https://pcpartpicker.com/product/KZwmP6/teamgroup-t-create-classic-32-gb-2-x-16-gb-ddr5-6000-cl48-memory-ctccd532g6000hc48dc01,"5,6000","2,16",2.687,Black,16,48
G.Skill Trident Z5 Neo RGB 32 GB,119.99,https://pcpartpicker.com/product/wLbRsY/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3036f16gx2-tz5nrw,"5,6000","2,16",3.75,Silver / Black,10,30
G.Skill Trident Z5 Royal 64 GB,219.99,https://pcpartpicker.com/product/Bj6NnQ/gskill-trident-z5-royal-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-tr5s,"5,6400","2,32",3.437,Silver,10,32
Corsair Vengeance 96 GB,339.99,https://pcpartpicker.com/product/Qwqrxr/corsair-vengeance-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmk96gx5m2b6400c32,"5,6400","2,48",3.542,Black,10,32
G.Skill Trident Z5 RGB 48 GB,249.99,https://pcpartpicker.com/product/qTCZxr/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-8000-cl40-memory-f5-8000j4048f24gx2-tz5rk,"5,8000","2,24",5.208,Black,10,40
G.Skill Ripjaws S5 32 GB,89.99,https://pcpartpicker.com/product/XsqPxr/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rs5k,"5,6000","2,16",2.812,Black,12,36
Silicon Power XPOWER Turbine 32 GB,48.97,https://pcpartpicker.com/product/2LMTwP/silicon-power-xpower-turbine-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320fda,"4,3200","2,16",1.53,Blue,10,16
Corsair Vengeance RGB 32 GB,99.99,https://pcpartpicker.com/product/nvM48d/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40,"5,5200","2,16",3.125,Black,15.385,40
TEAMGROUP Vulcan Z 16 GB,33.99,https://pcpartpicker.com/product/768bt6/team-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzgd416g3600hc18jdc01,"4,3600","2,8",2.124,Black,10,18
Corsair Vengeance 64 GB,214.99,https://pcpartpicker.com/product/xfpQzy/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000z30,"5,6000","2,32",3.359,Black / Gray,10,30
TEAMGROUP T-Force Delta RGB 16 GB,40.99,https://pcpartpicker.com/product/Zz3H99/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf4d416g3200hc16cdc01,"4,3200","2,8",2.562,White,10,16
Corsair Vengeance RGB 32 GB,134.99,https://pcpartpicker.com/product/GD7scf/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000c30w,"5,6000","2,16",4.218,White / Silver,10,30
G.Skill Ripjaws S5 64 GB,194.99,https://pcpartpicker.com/product/GMZXsY/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-rs5k,"5,6400","2,32",3.047,Black,10,32
Corsair Vengeance RGB 32 GB,132.99,https://pcpartpicker.com/product/fKytt6/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-cmh32gx5m2x7200c34,"5,7200","2,16",4.156,Black,9.444,34
G.Skill Aegis 16 GB,29.99,https://pcpartpicker.com/product/FNprxr/gskill-aegis-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-f4-3000c16d-16gisb,"4,3000","2,8",1.874,Black / Red,10.667,16
TEAMGROUP T-Force Delta RGB 32 GB,93.99,https://pcpartpicker.com/product/jZD7YJ/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ff4d532g6000hc38adc01,"5,6000","2,16",2.937,White,12.667,38
Corsair Vengeance 96 GB,329.99,https://pcpartpicker.com/product/xQcgXL/corsair-vengeance-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-cmk96gx5m2b6000c30,"5,6000","2,48",3.437,Black / Silver,10,30
G.Skill Trident Z5 Royal Neo RGB 32 GB,139.99,https://pcpartpicker.com/product/Hm6NnQ/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-tr5ns,"5,6000","2,16",4.375,Silver,9.333,28
Corsair Vengeance RGB Pro 16 GB,59.99,https://pcpartpicker.com/product/XWGnTW/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18,"4,3600","2,8",3.749,Black,10,18
G.Skill Trident Z RGB 16 GB,47.99,https://pcpartpicker.com/product/ybrcCJ/gskill-tridentz-rgb-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c16d-16gtzr,"4,3200","2,8",2.999,Black,10,16
G.Skill Ripjaws S5 32 GB,104.99,https://pcpartpicker.com/product/tbYmP6/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3040f16gx2-rs5w,"5,6000","2,16",3.281,White,10,30
Corsair Vengeance RGB Pro 32 GB,112.99,https://pcpartpicker.com/product/3yQG3C/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3200-memory-cmw32gx4m4c3200c16,"4,3200","4,8",3.531,Black,10,16
Timetec PINNACLE Konduit 16 GB,28.99,https://pcpartpicker.com/product/k4dG3C/timetec-pinnacle-konduit-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhb8gk2,"4,3200","2,8",1.812,Black,10,16
Kingston FURY Beast 16 GB,65.67,https://pcpartpicker.com/product/Z99wrH/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5600-cl36-memory-kf556c36bbek2-16,"5,5600","2,8",4.104,Black / Silver,12.857,36
TEAMGROUP T-Create Expert 32 GB,94.99,https://pcpartpicker.com/product/p9CZxr/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ctced532g6400hc32adc01,"5,6400","2,16",2.968,Black,10,32
TEAMGROUP T-Create Expert 32 GB,50.99,https://pcpartpicker.com/product/wNt9TW/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ttced432g3200hc16fdc01,"4,3200","2,16",1.593,Gray,10,16
Corsair Dominator Platinum RGB 64 GB,329.99,https://pcpartpicker.com/product/HZLdnQ/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr5-6600-cl32-memory-cmt64gx5m4b6600c32,"5,6600","4,16",5.156,Black,9.697,32
Corsair Vengeance LPX 64 GB,124.99,https://pcpartpicker.com/product/C4pmP6/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-3600-memory-cmk64gx4m2d3600c18,"4,3600","2,32",1.953,Black,10,18
Corsair Dominator Titanium 32 GB,167.99,https://pcpartpicker.com/product/JY26Mp/corsair-dominator-titanium-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmp32gx5m2b6000c30,"5,6000","2,16",5.25,Black,10,30
Supermicro MEM-DR412L-SL02-LR26 128 GB,,https://pcpartpicker.com/product/yLYLrH/supermicro-128gb-1-x-128gb-registered-ddr4-2666-memory-mem-dr412l-sl02-lr26,"4,2666","1,128",,Green / Black,16.504,22
TEAMGROUP T-Force Vulcan Z 16 GB,32.99,https://pcpartpicker.com/product/2Bnypg/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tlzgd416g3200hc16fdc01,"4,3200","2,8",2.062,Gray,10,16
Corsair Dominator Titanium 64 GB,274.99,https://pcpartpicker.com/product/8LbRsY/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2b6000c30w,"5,6000","2,32",4.297,White,10,30
Corsair Vengeance RGB 32 GB,140.99,https://pcpartpicker.com/product/LWtLrH/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000c30,"5,6000","2,16",4.406,Black / Gray,10,30
Kingston FURY Beast RGB 64 GB,209.99,https://pcpartpicker.com/product/yyXV3C/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-64,"5,6000","2,32",3.281,Black,12,36
TEAMGROUP T-Force Delta RGB 64 GB,174.99,https://pcpartpicker.com/product/9v6NnQ/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff3d564g6000hc38adc01,"5,6000","2,32",2.734,Black / Silver,12.667,38
Corsair Vengeance RGB 32 GB,111.98,https://pcpartpicker.com/product/RbvD4D/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmh32gx5m2b6400c32,"5,6400","2,16",3.499,Black / Gray,10,32
Silicon Power SP016GLLTU160N22 16 GB,15.99,https://pcpartpicker.com/product/yvZ9TW/silicon-power-16-gb-2-x-8-gb-ddr3-1600-cl11-memory-sp016glltu160n22,"3,1600","2,8",0.999,Green,13.75,11
Corsair Vengeance 32 GB,97.99,https://pcpartpicker.com/product/nq8bt6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmk32gx5m2b5200c40w,"5,5200","2,16",3.062,White,15.385,40
Corsair Dominator Titanium 64 GB,329.99,https://pcpartpicker.com/product/jf26Mp/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6400-cl32-memory-cmp64gx5m4b6400c32,"5,6400","4,16",5.156,Black,10,32
G.Skill Trident Z5 RGB 32 GB,154.99,https://pcpartpicker.com/product/KyJgXL/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-f5-7600j3646g16gx2-tz5rk,"5,7600","2,16",4.843,Black,9.474,36
TEAMGROUP T-Create Expert 32 GB,85.99,https://pcpartpicker.com/product/KHWJ7P/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ctcwd532g6000hc38adc01,"5,6000","2,16",2.687,White,12.667,38
Crucial Classic 16 GB,46.99,https://pcpartpicker.com/product/y4BzK8/crucial-classic-16-gb-2-x-8-gb-ddr5-5600-cl46-memory-ct2k8g56c46u5,"5,5600","2,8",2.937,Black,16.429,46
Corsair Vengeance RGB Pro 64 GB,179.99,https://pcpartpicker.com/product/X7xbt6/corsair-vengeance-rgb-pro-64-gb-4-x-16-gb-ddr4-3600-cl18-memory-cmw64gx4m4d3600c18,"4,3600","4,16",2.812,Black,10,18
G.Skill Trident Z5 RGB 48 GB,339.99,https://pcpartpicker.com/product/bhBzK8/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-f5-8400j4052g24gx2-tz5rw,"5,8400","2,24",7.083,White,9.524,40
Kingston FURY Beast 32 GB,125.7,https://pcpartpicker.com/product/t4bRsY/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbk2-32,"5,6000","2,16",3.928,Black,10,30
Kingston FURY Beast 32 GB,69.98,https://pcpartpicker.com/product/hsWzK8/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-kf436c18bbk232,"4,3600","2,16",2.187,Black,10,18
Crucial Ballistix MAX 16 GB,995,https://pcpartpicker.com/product/DLZzK8/crucial-ballistix-max-16-gb-2-x-8-gb-ddr4-5100-cl19-memory-blm2k8g51c19u4b,"4,5100","2,8",62.188,Black,7.451,19
Corsair Vengeance RGB 64 GB,239.99,https://pcpartpicker.com/product/KkpQzy/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmh64gx5m2b6400c32w,"5,6400","2,32",3.75,White,10,32
TEAMGROUP T-Force Vulcan 32 GB,87.99,https://pcpartpicker.com/product/YwfnTW/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-flbd532g5200hc40cdc01,"5,5200","2,16",2.75,Black,15.385,40
G.Skill Trident Z RGB 128 GB,249.99,https://pcpartpicker.com/product/qxkgXL/gskill-trident-z-rgb-128-gb-4-x-32-gb-ddr4-3600-memory-f4-3600c18q-128gtzr,"4,3600","4,32",1.953,Black,10,18
Corsair Vengeance LPX 16 GB,41.99,https://pcpartpicker.com/product/MYH48d/corsair-memory-cmk16gx4m2b3000c15,"4,3000","2,8",2.624,Black / Yellow,10,15
Silicon Power XPOWER Zenith Gaming 64 GB,179.99,https://pcpartpicker.com/product/cMgrxr/silicon-power-xpower-zenith-gaming-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-su064gxlwu60afdesk,"5,6000","2,32",2.812,Black,10,30
G.Skill Ripjaws V 64 GB,109.99,https://pcpartpicker.com/product/kmBhP6/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gvk,"4,3600","2,32",1.719,Black,10,18
Patriot Signature Line 8 GB,21.99,https://pcpartpicker.com/product/3G6p99/patriot-signature-line-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-psd58g480041,"5,4800","1,8",2.749,Black,16.667,40
Corsair Vengeance 64 GB,164.99,https://pcpartpicker.com/product/vcJgXL/corsair-vengeance-64-gb-2-x-32-gb-ddr5-5600-cl40-memory-cmk64gx5m2b5600z40,"5,5600","2,32",2.578,Black / Gray,14.286,40
TEAMGROUP Elite 32 GB,75.98,https://pcpartpicker.com/product/6qhFf7/team-elite-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-ted532g4800c40dc01,"5,4800","2,16",2.374,Black,16.667,40
G.Skill Trident Z5 Neo RGB 64 GB,219.99,https://pcpartpicker.com/product/DP7scf/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3036g32gx2-tz5nrw,"5,6000","2,32",3.437,Silver / Black,10,30
TEAMGROUP Elite 16 GB,49.99,https://pcpartpicker.com/product/6Ystt6/teamgroup-elite-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-ted516g4800c40dc016,"5,4800","2,8",3.124,Black,16.667,40
G.Skill Flare X5 48 GB,99.99,https://pcpartpicker.com/product/hG9wrH/gskill-flare-x5-48-gb-2-x-24-gb-ddr5-5200-cl40-memory-f5-5200j4040a24gx2-fx5,"5,5200","2,24",2.083,Black,15.385,40
TEAMGROUP T-Force Delta RGB 16 GB,40.99,https://pcpartpicker.com/product/2bJtt6/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf3d416g3200hc16cdc01,"4,3200","2,8",2.562,Black,10,16
Crucial Ballistix 16 GB,,https://pcpartpicker.com/product/BxTzK8/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3200-memory-bl2k8g32c16u4b,"4,3200","2,8",,Black,10,16
Patriot Viper Steel 16 GB,34.98,https://pcpartpicker.com/product/mCHRsY/patriot-viper-steel-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pvs416g320c6k,"4,3200","2,8",2.186,Silver / Black,10,16
